OperatorId,OperatorName,Owner,TotalOperatorTokens,DelegatorId,DelegatorsOperatorTokens
0x6643e72011ed0fe124fdb61b11132a5a643f2732,Bugalho,0x600620baeada02160a8c08dd7deb4dbf2668d840,7773.324967786421371504,0x600620baeada02160a8c08dd7deb4dbf2668d840,7773.324967786421371504
0x666812f4e544bf523b8c690cf5b35ea40c2a372e,CyberSentinelle (New),0xf6f69cf660eebc0f021482c55ba09ee1caa8162e,35049.033547952557060751,0xf6f69cf660eebc0f021482c55ba09ee1caa8162e,35049.033547952557060751
0x685350f8ca38d48815bb670e480b24edd407e8d6,bitManna,0x5479729956557d3d37a7ae5ac7a3fce95c7bd150,83454.0,0x5479729956557d3d37a7ae5ac7a3fce95c7bd150,83454.0
0x685837bcf26b9486913f02075e78105f0e4332eb,NMFStreamr,0x1b5fc9612480c94af9b459425bd966d3bec80054,61273.21565957985613,0x1b5fc9612480c94af9b459425bd966d3bec80054,61273.21565957985613
0x686123590049a28e8a926462b457efbc7b4494c0,Streamr for Days,0x4cc69dbd822dfefb606209407e688beaf4af6e55,108657.855160034440584105,0x4cc69dbd822dfefb606209407e688beaf4af6e55,108657.855160034440584105
0x693815ed051f8c9e53db7ff8ae915bd85eb76734,Olympus,0xe42e5a2d77385290e2c5dd3f7780f78506745f26,15720.0,0xe42e5a2d77385290e2c5dd3f7780f78506745f26,15720.0
0x6aa0c4c8b7059b31b65fc0809a240ee1ff0a969e,709,0x3ff15b69cead090110306d331f9c296cb9b28e38,24655.058898,0x3ff15b69cead090110306d331f9c296cb9b28e38,24655.058898
0x6ac8a39edbda5728d787a4133dbd5a29655a9531,AaxCrypto,0xe1020ef868185c774048c1712d50f6bdc0c61df0,629733.166307319545177869,0x0a7fb5faf6001426f7e0ae81c329800fdd3b30a1,23336.07732174443237612
0x6ac8a39edbda5728d787a4133dbd5a29655a9531,AaxCrypto,0xe1020ef868185c774048c1712d50f6bdc0c61df0,629733.166307319545177869,0x77847c5da38dc3d385b1753392c0b7ce64536930,115486.543331694461449487
0x6ac8a39edbda5728d787a4133dbd5a29655a9531,AaxCrypto,0xe1020ef868185c774048c1712d50f6bdc0c61df0,629733.166307319545177869,0x9f60c5ce81de17cc6ec93461203e3e53a908c546,10974.067314384372089576
0x6ac8a39edbda5728d787a4133dbd5a29655a9531,AaxCrypto,0xe1020ef868185c774048c1712d50f6bdc0c61df0,629733.166307319545177869,0xb833b853b851f7d2bfa4925ea08ef8a6d9409fb2,9885.005523227532246691
